article,dutch,english,example
de,badkamer,The bathroom,The bathroom is equipped with a modern shower and a large tub.
de,badkamertegel,The bathroom tile,We chose a simple white bathroom tile for the walls.
de,badkuip,The bathtub,The bathtub was large enough for a relaxing soak.
de,badmintonclub,The badminton club,The local badminton club meets every Tuesday evening.
het,badmintonracket,The badminton racket,I need to buy a new badminton racket before the tournament.
het,badpak,The swimsuit,She wore a stylish blue swimsuit to the beach.
de,badplaats,The seaside resort,The seaside resort is very popular with tourists in the summer.
de,badslipper,The flip-flop,I always wear a flip-flop when I go to the public pool.
de,bagagedrager,The luggage rack,I strapped my backpack to the luggage rack of my bicycle.
het,bagagerek,The luggage rack,The train has a large luggage rack above the seats.
de,bagatel,The trifle,The manager didn't want to waste time on a minor trifle.
de,bagatelle,The bagatelle,A bagatelle is a short and light piece of classical music.
de,bagel,The bagel,The bagel is a type of bread that is boiled before being baked.
de,baggeraar,The dredger,The dredger was working to deepen the shipping channel in the river.
het,baggerschip,The dredger,The large dredger was busy removing sand from the harbor.
de,baguette,The baguette,The baguette is a long and thin loaf of French bread.
de,baisse,The slump,The stock market saw a significant slump in prices last week.
de,bajes,The prison,The criminal was sent to the local prison for five years.
de,bajonet,The bayonet,The soldier fixed a sharp bayonet to the end of his rifle.
de,bakbanaan,The plantain,The plantain is a type of banana that is usually cooked before eating.
het,bakbeest,The monster,The new SUV is a real monster that takes up two parking spots.
het,bakblik,The baking tin,I greased the baking tin before pouring in the cake batter.
het,baken,The beacon,The lighthouse served as a beacon for the ships at sea.
de,bakermat,The cradle,Greece is often considered the cradle of Western civilization.
de,baker,The nurse,The old baker helped the young mother with her newborn baby.
de,bakfiets,The cargo bike,The parent used a cargo bike to transport the children to school.
het,bakhuis,The bakehouse,The old bakehouse in the village has been beautifully restored.
de,bakkebaard,The sideburn,The young man was growing a stylish and thick sideburn.
de,bak,The box,I put the old books into a large cardboard box.
de,bakkerij,The bakery,The bakery smells wonderful in the morning when the bread is fresh.
de,bakkerin,The baker,The female baker was busy preparing the cakes for the wedding.
de,bakker,The baker,The baker is already at work early in the morning.
de,bakkerstor,The mealworm,The mealworm is often used as food for birds and reptiles.
de,bakkersvrouw,The baker's wife,The baker's wife helped serve the customers in the shop.
de,bakkerswinkel,The baker's shop,I bought some fresh rolls at the local baker's shop.
de,bakkerszaak,The bakery,The family has run the small bakery for over three generations.
de,bakkes,The face,He had a big grin on his face after winning the race.
de,bakoven,The baking oven,The baking oven was preheated to 180 degrees Celsius.
de,bakpan,The frying pan,She used a large frying pan to cook the breakfast.
de,bakplaat,The baking sheet,Place the cookies on a greased baking sheet before baking.
het,bakpoeder,The baking powder,I added a teaspoon of baking powder to the flour.
het,baksel,The bake,The child was very proud of his first home-made bake.
de,baksteen,The brick,The house was built with traditional red Dutch brick.
de,bakvis,The teenage girl,The teenage girl was giggling with her friends at the cinema.
de,bakvorm,The baking mold,I used a heart-shaped baking mold to make the cake.
de,balans,The balance,The acrobat showed a perfect sense of balance on the wire.
het,baldakijn,The canopy,The royal bed was covered by a magnificent silk canopy.
de,balein,The baleen,Baleen is a strong and flexible material found in some whales.
de,baal,The bale,The farmer stacked the heavy bale of hay in the barn.
de,balg,The bellows,The blacksmith used a large bellows to fan the fire.
de,balie,The counter,The receptionist greeted the guests at the front counter.
de,baljuw,The bailiff,The bailiff was responsible for law and order in the district.
de,balk,The beam,The roof was supported by a heavy wooden beam.
het,balkon,The balcony,We enjoyed our morning coffee on the small balcony of our room.
de,balkonscène,The balcony scene,The balcony scene is the most famous part of Romeo and Juliet.
de,ballade,The ballad,The singer performed a romantic ballad about a lost love.
de,bal,The ball,The child threw the red ball across the green lawn.
het,ballenbad,The ball pit,The children loved playing in the large and colorful ball pit.
de,ballenbak,The ball pit,The ball pit is a popular attraction at the indoor playground.
de,balletschool,The ballet school,The young girl takes lessons at the local ballet school.
het,ballet,The ballet,The company performed a beautiful classical ballet last night.
de,ballon,The balloon,The child held a bright yellow balloon on a long string.
de,ballotage,The ballot,The new member was elected to the club by a secret ballot.
de,ballpoint,The ballpoint pen,I signed the important document with a black ballpoint pen.
de,balpen,The ballpoint pen,Do you have a spare ballpoint pen that I can borrow?
de,balsem,The balm,The soothing balm helped to heal the dry skin on her hands.
het,balspel,The ball game,The children were playing a fun ball game in the park.
de,baluster,The baluster,The wooden baluster was part of the ornate staircase.
de,balustrade,The balustrade,She leaned against the stone balustrade and looked at the view.
de,balzak,The scrotum,The doctor explained the anatomy of the scrotum during the exam.
de,banaan,The banana,The banana is a sweet yellow fruit that is easy to peel.
de,bananenschil,The banana peel,He slipped on a banana peel and fell on the sidewalk.
de,bananenvlieg,The fruit fly,The fruit fly is often used in scientific research on genetics.
de,bandage,The bandage,The nurse wrapped a clean bandage around the injured ankle.
de,bandagist,The bandagist,The bandagist fitted the patient with a specialized knee brace.
de,bandbreedte,The bandwidth,The new internet connection has a much higher bandwidth.
de,band,The tire,The car has a flat tire and needs to be replaced.
de,banderol,The banderole,The bottle was decorated with a colorful paper banderole.
